City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,canto do buriti,-8.11,-42.9444,20.61,63,12,1.71,BR,2024-06-10
286,kununurra,-15.7667,128.7333,29.99,28,53,3.6,AU,2024-06-10
287,hizan,38.2257,42.4278,19.15,55,6,2.33,TR,2024-06-10
288,miquelon,47.0975,-56.3814,7.0,98,40,6.92,PM,2024-06-10
289,amphoe sikhiu,14.8994,101.7083,30.35,65,100,6.81,TH,2024-06-10
290,bela,25.9333,81.9833,44.2,11,42,4.41,IN,2024-06-10
291,el naranjo,21.4667,-98.6,25.91,85,5,0.81,MX,2024-06-10
292,mkushi,-13.6202,29.3939,9.9,89,7,4.59,ZM,2024-06-10
293,san antonio de pale,-1.4014,5.6325,25.13,81,100,2.78,GQ,2024-06-10
294,arraial do cabo,-22.9661,-42.0278,22.24,74,7,1.91,BR,2024-06-10
295,edd,13.9297,41.6925,33.84,47,15,4.23,ER,2024-06-10
296,sydney,-33.8679,151.2073,17.95,58,0,4.63,AU,2024-06-10
297,lethem,3.3803,-59.7968,24.07,91,100,2.4,GY,2024-06-10
298,san andres,12.5847,-81.7006,29.01,84,20,2.06,CO,2024-06-10
299,hilo,19.7297,-155.09,24.85,89,100,4.12,US,2024-06-10
300,kapa'a,22.0752,-159.319,29.99,79,40,6.69,US,2024-06-10
301,nova sintra,14.8667,-24.7167,23.93,79,5,8.86,CV,2024-06-10
302,yeysk,46.6989,38.2792,24.64,61,15,0.4,RU,2024-06-10
303,tangalle,6.024,80.7911,31.09,70,68,7.32,LK,2024-06-10
304,sao vicente,-23.9631,-46.3919,24.1,26,47,2.75,BR,2024-06-10
305,labrador city,52.9463,-66.9114,10.1,69,100,4.63,CA,2024-06-10
306,jinjing,24.575,118.5972,33.01,87,44,7.83,CN,2024-06-10
307,revda,56.801,59.9303,20.31,49,2,2.96,RU,2024-06-10
308,canarana,-11.6847,-41.7689,19.39,84,65,4.35,BR,2024-06-10
309,kidal,18.4411,1.4078,29.83,38,0,1.17,ML,2024-06-10
310,karyes,37.3,22.5,14.81,23,4,1.76,GR,2024-06-10
311,kingaroy,-26.5333,151.8333,19.24,42,0,2.27,AU,2024-06-10
312,fort knox,37.8911,-85.9636,13.93,84,0,2.57,US,2024-06-10
313,esquel,-42.9,-71.3167,4.66,96,100,2.0,AR,2024-06-10
314,port isabel,26.0734,-97.2086,29.45,82,20,3.6,US,2024-06-10
315,hastings,50.8552,0.5729,9.88,85,24,4.78,GB,2024-06-10
316,papao,-17.75,-149.55,25.82,83,88,9.67,PF,2024-06-10
317,yaizu,34.8667,138.3333,27.26,78,75,4.63,JP,2024-06-10
318,puerto santa,-8.9906,-78.6456,17.2,91,72,3.68,PE,2024-06-10
319,san patricio,28.017,-97.5169,29.38,77,1,2.64,US,2024-06-10
320,holbrook,40.8123,-73.0784,18.02,77,75,2.06,US,2024-06-10
321,brookings,44.3114,-96.7984,21.21,52,100,5.66,US,2024-06-10
322,charters towers,-20.1,146.2667,26.3,20,7,2.64,AU,2024-06-10
323,macon,39.8667,-88.9668,15.03,63,0,0.0,US,2024-06-10
324,veraval,20.9,70.3667,30.96,66,79,5.86,IN,2024-06-10
325,nemuro,43.3236,145.575,12.39,96,89,1.32,JP,2024-06-10
326,flying fish cove,-10.4217,105.6791,27.82,83,100,6.17,CX,2024-06-10
327,pariaman,-0.619,100.12,31.03,68,83,2.87,ID,2024-06-10
328,boa vista,2.8197,-60.6733,24.99,94,75,1.03,BR,2024-06-10
329,budesti,44.2347,26.4658,25.34,71,55,3.07,RO,2024-06-10
330,luderitz,-26.6481,15.1594,15.69,69,61,3.27,NA,2024-06-10
331,kodiak,57.79,-152.4072,6.73,93,100,5.14,US,2024-06-10
332,vila velha,-20.3297,-40.2925,17.97,94,0,1.54,BR,2024-06-10
333,saint-paul,-21.0096,55.2707,22.57,68,7,0.97,RE,2024-06-10
334,primorsk,46.7348,36.3443,25.24,62,3,2.64,UA,2024-06-10
335,banda aceh,5.5577,95.3222,30.72,67,99,6.27,ID,2024-06-10
336,awjilah,29.1081,21.2869,29.12,13,0,2.69,LY,2024-06-10
337,dazhong,33.1997,120.4578,30.47,44,99,6.36,CN,2024-06-10
338,baruun-urt,46.6806,113.2792,23.7,38,77,2.01,MN,2024-06-10
339,huambo,-12.7761,15.7392,8.4,62,29,0.58,AO,2024-06-10
340,floro,61.5996,5.0328,10.04,76,40,8.23,NO,2024-06-10
341,buka,40.8108,69.1986,33.7,22,18,3.73,UZ,2024-06-10
342,bulayevo,54.9056,70.4439,15.27,87,100,6.55,KZ,2024-06-10
343,abington,42.1048,-70.9453,16.65,85,5,2.47,US,2024-06-10
344,nizhniy kuranakh,58.8353,125.4869,23.02,31,37,3.96,RU,2024-06-10
345,antofagasta,-23.65,-70.4,15.6,86,15,2.53,CL,2024-06-10
346,mahajanga,-15.7167,46.3167,20.01,73,0,2.06,MG,2024-06-10
347,severo-yeniseyskiy,60.3725,93.0408,20.69,43,99,2.71,RU,2024-06-10
348,novaya igirma,57.1334,103.9112,19.82,57,99,1.01,RU,2024-06-10
349,igrim,63.1906,64.4162,18.58,39,18,2.85,RU,2024-06-10
350,antsiranana,-12.2787,49.2917,23.42,68,75,0.0,MG,2024-06-10
351,kloulklubed,7.0419,134.2556,29.28,67,100,2.72,PW,2024-06-10
352,kalevala,65.2,31.1667,11.16,71,48,2.68,RU,2024-06-10
353,shimoda,34.6667,138.95,27.28,72,100,3.7,JP,2024-06-10
354,talodi,10.6325,30.3797,27.92,65,99,1.94,SD,2024-06-10
355,manismata,-2.4667,111.0333,31.64,67,50,1.26,ID,2024-06-10
356,loukhi,66.0764,33.0381,13.81,58,53,1.8,RU,2024-06-10
357,kristiansund,63.1115,7.732,10.07,83,75,4.12,NO,2024-06-10
358,kalat,29.0225,66.5916,26.06,8,0,1.17,PK,2024-06-10
359,al hazm,16.1641,44.7769,31.78,20,7,0.78,YE,2024-06-10
360,barcelos,41.5388,-8.6151,18.25,75,0,1.73,PT,2024-06-10
361,prince george,53.9166,-122.753,16.69,54,20,1.54,CA,2024-06-10
362,woolgoolga,-30.1106,153.2007,19.93,59,12,3.21,AU,2024-06-10
363,ciudad constitucion,25.0369,-111.6644,19.68,66,0,6.1,MX,2024-06-10
364,estevan,49.1334,-102.9842,14.19,82,75,8.75,CA,2024-06-10
365,luanda,-8.8368,13.2343,21.15,92,16,3.59,AO,2024-06-10
366,rockport,28.0206,-97.0544,29.47,83,0,5.14,US,2024-06-10
367,cidreira,-30.1811,-50.2056,16.26,91,0,1.01,BR,2024-06-10
368,rondonopolis,-16.4708,-54.6356,19.25,54,0,1.42,BR,2024-06-10
369,chebba,35.2372,11.115,22.17,76,75,5.94,TN,2024-06-10
370,newman,37.3138,-121.0208,29.13,64,0,0.45,US,2024-06-10
371,kayangel,8.0823,134.7173,29.61,71,100,3.65,PW,2024-06-10
372,clinton,42.587,-82.9199,13.83,79,0,2.06,US,2024-06-10
373,nishinoomote,30.7333,131.0,23.31,94,75,4.63,JP,2024-06-10
374,quellon,-43.1167,-73.6167,10.72,88,100,8.8,CL,2024-06-10
375,whangarei,-35.7317,174.3239,13.35,77,85,2.28,NZ,2024-06-10
376,fauske,67.2588,15.3918,10.43,94,100,1.3,NO,2024-06-10
377,buritis,-15.6178,-46.4233,22.73,64,100,0.96,BR,2024-06-10
378,yangju,37.8331,127.0617,33.1,34,62,4.05,KR,2024-06-10
379,birjand,32.8663,59.2211,29.26,11,0,0.0,IR,2024-06-10
380,antonio enes,-16.2325,39.9086,20.99,81,51,5.21,MZ,2024-06-10
381,tromso,69.6496,18.957,14.01,62,0,2.06,NO,2024-06-10
382,coracora,-15.0333,-73.7833,9.32,51,88,1.39,PE,2024-06-10
383,bikenibeu village,1.3673,173.1241,28.98,79,40,2.57,KI,2024-06-10
384,khamis mushait,18.3064,42.7292,24.58,53,0,2.57,SA,2024-06-10
385,dickinson,29.4608,-95.0513,27.81,85,75,2.06,US,2024-06-10
386,dul'durga,50.6761,113.5931,22.57,39,99,2.13,RU,2024-06-10
387,bereznik,62.8551,42.7072,13.26,88,100,0.31,RU,2024-06-10
388,callao,-12.0667,-77.15,17.16,77,0,3.09,PE,2024-06-10
389,balcarce,-37.8462,-58.2552,10.78,99,50,1.34,AR,2024-06-10
390,weno,7.4515,151.8468,30.97,84,75,5.14,FM,2024-06-10
391,ghanzi,-21.5667,21.7833,5.76,69,5,4.61,BW,2024-06-10
392,sao tome,0.3365,6.7273,24.8,82,85,3.27,ST,2024-06-10
393,dolinsk,47.35,142.8,18.18,85,74,2.85,RU,2024-06-10
394,myrina,39.8797,25.0742,21.58,68,0,0.0,GR,2024-06-10
395,kievka,50.2619,71.5514,19.8,65,99,7.72,KZ,2024-06-10
396,east london,-33.0153,27.9116,15.52,55,0,5.66,ZA,2024-06-10
397,rabaul,-4.1967,152.1721,29.15,76,93,3.31,PG,2024-06-10
398,andkhoy,36.9529,65.1238,38.12,11,0,3.22,AF,2024-06-10
399,abepura,-2.6333,140.5833,31.45,66,20,2.06,ID,2024-06-10
400,kongoussi,13.3258,-1.5347,30.22,47,86,4.31,BF,2024-06-10
401,thunder bay,48.4001,-89.3168,8.99,87,0,1.03,CA,2024-06-10
402,manfalut,27.3104,30.97,25.14,37,0,3.25,EG,2024-06-10
403,sainte-adresse,49.5089,0.0845,13.24,88,100,3.09,FR,2024-06-10
404,xiaoshi,41.2971,124.1209,29.45,45,100,4.61,CN,2024-06-10
405,chernyshevskiy,63.0128,112.4714,25.05,25,98,1.89,RU,2024-06-10
406,kerikeri,-35.2268,173.9474,16.06,77,74,2.24,NZ,2024-06-10
407,ranikhet,29.65,79.4167,30.82,11,98,2.78,IN,2024-06-10
408,xinyi,22.373,110.9475,29.55,77,97,3.64,CN,2024-06-10
409,east ballina,-28.8667,153.5833,22.11,50,0,1.2,AU,2024-06-10
410,dauphin,51.1494,-100.0502,13.08,94,100,7.2,CA,2024-06-10
411,west bay,19.3667,-81.4167,28.93,86,100,10.3,KY,2024-06-10
412,remire-montjoly,4.9167,-52.2667,25.02,94,100,1.03,GF,2024-06-10
413,tshabong,-26.05,22.45,7.21,52,59,5.8,BW,2024-06-10
414,pitimbu,-7.4706,-34.8086,22.33,83,16,6.03,BR,2024-06-10
415,puerto baquerizo moreno,-0.9,-89.6,21.8,89,71,3.13,EC,2024-06-10
416,jingdezhen,29.2947,117.2079,27.15,88,99,2.81,CN,2024-06-10
417,dambatta,12.433,8.5154,28.06,62,100,5.83,NG,2024-06-10
418,aden,12.7794,45.0367,31.38,74,19,3.94,YE,2024-06-10
419,anton lizardo,19.05,-95.9833,29.56,87,99,1.81,MX,2024-06-10
420,saint-philippe,-21.3585,55.7679,22.28,82,43,6.35,RE,2024-06-10
421,klaksvik,62.2266,-6.589,4.51,80,100,10.51,FO,2024-06-10
422,nelson bay,-32.7167,152.15,17.83,63,87,0.45,AU,2024-06-10
423,paracuru,-3.41,-39.0306,26.17,91,6,4.93,BR,2024-06-10
424,gillette,44.2911,-105.5022,16.17,52,0,3.6,US,2024-06-10
425,totness,5.8833,-56.3167,25.9,87,90,3.09,SR,2024-06-10
426,tongouson,5.0214,120.1328,29.15,70,85,0.47,PH,2024-06-10
427,new norfolk,-42.7826,147.0587,12.18,72,98,6.44,AU,2024-06-10
428,miri,4.4148,114.0089,34.08,59,20,0.51,MY,2024-06-10
429,novyy urgal,51.0736,132.5642,17.76,72,96,1.55,RU,2024-06-10
430,phalaborwa,-23.943,31.1411,13.6,82,4,1.66,ZA,2024-06-10
431,sooke,48.3746,-123.7276,14.69,82,90,9.26,CA,2024-06-10
432,yeppoon,-23.1333,150.7333,23.88,60,0,2.94,AU,2024-06-10
433,yusufeli,40.8204,41.5443,21.05,70,18,0.75,TR,2024-06-10
434,greensburg,40.3015,-79.5389,14.21,79,100,2.06,US,2024-06-10
435,victorica,-36.2151,-65.4359,12.11,45,100,7.76,AR,2024-06-10
436,tacna,-18.0056,-70.2483,14.5,88,100,2.06,PE,2024-06-10
437,cururupu,-1.8283,-44.8683,23.0,100,73,0.4,BR,2024-06-10
438,boende,-0.2167,20.8667,21.75,73,67,0.74,CD,2024-06-10
439,kiskunmajsa,46.4903,19.74,18.28,76,60,4.09,HU,2024-06-10
440,rawlins,41.7911,-107.2387,17.94,39,0,3.09,US,2024-06-10
441,al jawf,29.5,38.75,26.27,34,0,4.56,SA,2024-06-10
442,mikhaylovskoye,51.8239,79.7172,24.11,63,20,6.47,RU,2024-06-10
443,long beach,33.767,-118.1892,19.53,89,0,4.12,US,2024-06-10
444,la foa,-21.7108,165.8276,21.78,84,91,4.74,NC,2024-06-10
445,daru,-9.0763,143.2092,26.43,86,99,8.61,PG,2024-06-10
446,norilsk,69.3535,88.2027,15.23,50,100,4.05,RU,2024-06-10
447,sisimiut,66.9395,-53.6735,4.68,88,100,2.47,GL,2024-06-10
448,broome,42.2506,-75.833,13.11,89,100,2.57,US,2024-06-10
449,kenai,60.5544,-151.2583,13.05,73,100,6.17,US,2024-06-10
450,lebanon,36.2081,-86.2911,18.93,82,0,0.0,US,2024-06-10
451,chuguyevka,44.1653,133.8633,25.68,51,91,2.84,RU,2024-06-10
452,new ulm,44.3125,-94.4605,19.2,37,0,3.09,US,2024-06-10
453,arar,30.9753,41.0381,29.01,24,0,4.63,SA,2024-06-10
454,harstad,68.799,16.5293,11.56,95,100,0.45,NO,2024-06-10
455,udachny,66.4167,112.4,20.8,36,100,2.31,RU,2024-06-10
456,queenstown,-31.8976,26.8753,5.87,55,4,2.96,ZA,2024-06-10
457,kashgar,39.4547,75.9797,28.56,16,0,5.0,CN,2024-06-10
458,chos malal,-37.3781,-70.2709,7.4,84,100,3.14,AR,2024-06-10
459,flin flon,54.7682,-101.865,10.38,99,100,1.02,CA,2024-06-10
460,beipiao,41.7919,120.7792,35.92,21,79,5.39,CN,2024-06-10
461,bryne,58.7354,5.6477,10.87,93,20,4.12,NO,2024-06-10
462,baiyin,36.5583,104.2081,28.32,14,31,2.48,CN,2024-06-10
463,kuching,1.55,110.3333,33.34,74,40,1.54,MY,2024-06-10
464,san rafael,-34.6177,-68.3301,11.11,50,54,2.22,AR,2024-06-10
465,pandan,14.0453,124.1694,30.99,68,84,2.35,PH,2024-06-10
466,nicoya,10.1483,-85.452,24.25,99,100,0.8,CR,2024-06-10
467,akhtyrskiy,44.8546,38.3031,21.05,55,7,2.37,RU,2024-06-10
468,brisas de zicatela,15.8369,-97.0419,27.96,78,100,3.55,MX,2024-06-10
469,namibe,-15.1961,12.1522,19.65,77,0,4.11,AO,2024-06-10
470,chegdomyn,51.1167,133.0167,16.04,86,91,0.82,RU,2024-06-10
471,asaita,11.5636,41.4394,34.51,26,68,1.26,ET,2024-06-10
472,hasaki,35.7333,140.8333,30.16,69,47,4.68,JP,2024-06-10
473,oulad teima,30.3947,-9.209,16.6,92,86,2.55,MA,2024-06-10
474,khulm,36.6974,67.6983,35.99,13,0,2.16,AF,2024-06-10
475,crane,31.3974,-102.3501,19.94,68,4,8.21,US,2024-06-10
476,boyabat,41.4689,34.7667,21.07,61,2,0.98,TR,2024-06-10
477,yonan-up,37.9089,126.1611,23.24,71,61,5.37,KP,2024-06-10
478,christchurch,-43.5333,172.6333,8.84,66,77,2.57,NZ,2024-06-10
479,valley city,46.9233,-98.0032,17.29,88,100,0.0,US,2024-06-10
480,robore,-18.3333,-59.75,21.37,56,43,1.49,BO,2024-06-10
481,aykhal,66.0,111.5,21.13,34,100,3.66,RU,2024-06-10
482,ceeldheer,3.8488,47.1806,26.7,73,91,9.11,SO,2024-06-10
483,gadzhiyevo,69.2551,33.3362,11.6,75,100,3.23,RU,2024-06-10
484,labuan,5.2767,115.2417,31.2,66,20,1.54,MY,2024-06-10
485,noumea,-22.2763,166.4572,20.99,92,89,6.71,NC,2024-06-10
486,mount zion,39.7714,-88.8742,14.96,63,0,0.0,US,2024-06-10
487,pangody,65.85,74.4859,14.93,58,88,5.91,RU,2024-06-10
488,meadow lake,34.8014,-106.5436,20.77,71,97,2.51,US,2024-06-10
489,collie,-33.3667,116.15,16.6,56,100,2.12,AU,2024-06-10
490,mazamari,-11.3258,-74.5308,22.3,74,100,0.88,PE,2024-06-10
491,talara,-4.5772,-81.2719,18.8,81,62,5.86,PE,2024-06-10
492,tilcara,-23.5776,-65.3509,8.02,6,55,5.72,AR,2024-06-10
493,tralee,52.2704,-9.7026,5.68,91,6,1.52,IE,2024-06-10
494,chadan,51.2833,91.5833,14.12,89,100,1.57,RU,2024-06-10
495,santa elena de uairen,4.6167,-61.1333,18.99,92,87,1.29,VE,2024-06-10
496,portland,45.5234,-122.6762,20.49,59,3,0.45,US,2024-06-10
497,dryden,49.7833,-92.7503,17.16,42,75,3.09,CA,2024-06-10
498,souillac,-20.5167,57.5167,22.42,82,59,7.35,MU,2024-06-10
499,vanino,49.0869,140.2543,13.29,80,100,3.42,RU,2024-06-10
500,ambagarh chauki,20.7833,80.7167,38.03,32,3,2.95,IN,2024-06-10
501,lamu,-2.2717,40.902,26.31,76,2,8.94,KE,2024-06-10
502,hatillo,18.4863,-66.8254,27.96,80,99,3.99,PR,2024-06-10
503,lushun,38.8,121.2667,28.12,68,82,3.7,CN,2024-06-10
504,whitby,54.4877,-0.615,8.51,89,100,3.13,GB,2024-06-10
505,sikandra,26.3667,79.65,43.55,14,20,4.44,IN,2024-06-10
506,muli,2.9167,73.5667,28.4,77,71,5.71,MV,2024-06-10
507,campinas,-22.9056,-47.0608,17.89,77,0,5.14,BR,2024-06-10
508,hun,29.1268,15.9477,30.6,12,0,2.86,LY,2024-06-10
509,port saint john's,-31.6229,29.5448,14.72,58,3,2.95,ZA,2024-06-10
510,merke,42.8728,73.1786,29.44,32,28,3.38,KZ,2024-06-10
511,cedeira,43.6797,-8.0209,14.9,78,77,2.33,ES,2024-06-10
512,bakanas,44.8081,76.2772,32.85,22,65,4.42,KZ,2024-06-10
513,camargo,27.6667,-105.1667,28.13,32,1,5.21,MX,2024-06-10
514,chinchilla,-26.75,150.6333,19.11,33,0,2.09,AU,2024-06-10
515,selfoss,63.9331,-20.9971,7.47,78,32,1.3,IS,2024-06-10
516,tonghae,37.5439,129.1069,28.87,50,5,2.15,KR,2024-06-10
517,maiyama,12.0841,4.3677,28.0,68,88,3.97,NG,2024-06-10
518,kem',64.9555,34.5793,13.41,62,53,4.72,RU,2024-06-10
519,bubaque,11.2833,-15.8333,26.48,83,82,3.77,GW,2024-06-10
520,rumburk,50.9515,14.557,12.3,75,41,6.36,CZ,2024-06-10
521,tamanrasset,22.785,5.5228,24.95,6,0,3.6,DZ,2024-06-10
522,azemmour,33.2895,-8.3425,18.75,78,92,3.6,MA,2024-06-10
523,biltine,14.5333,20.9167,28.76,45,100,2.61,TD,2024-06-10
524,macau,22.2006,113.5461,31.89,89,40,4.63,MO,2024-06-10
525,coquimbo,-29.9533,-71.3436,12.85,100,100,2.06,CL,2024-06-10
526,massawa,15.6097,39.45,32.62,59,89,1.77,ER,2024-06-10
527,shingu,33.7333,135.9833,25.6,67,98,3.86,JP,2024-06-10
528,bangjun,39.9911,117.2628,37.68,20,3,4.11,CN,2024-06-10
529,kharabali,47.4196,47.2568,25.28,50,100,3.07,RU,2024-06-10
530,lodja,-3.4833,23.4333,19.22,64,6,1.03,CD,2024-06-10
531,labytnangi,66.6572,66.4183,8.54,76,81,1.17,RU,2024-06-10
532,dalandzadgad,43.5708,104.425,28.71,16,29,3.56,MN,2024-06-10
533,borgarnes,64.5383,-21.9206,7.03,84,14,1.94,IS,2024-06-10
534,tselinnoye,53.0833,85.6667,22.51,77,100,3.28,RU,2024-06-10
535,sao gabriel da cachoeira,-0.1303,-67.0892,22.64,99,64,0.46,BR,2024-06-10
536,arta,39.1606,20.9853,19.8,44,62,1.38,GR,2024-06-10
537,lycksele,64.5954,18.6735,7.93,93,40,1.54,SE,2024-06-10
538,magadan,59.5667,150.8,14.18,72,100,0.6,RU,2024-06-10
539,burang,30.25,81.1667,10.18,31,59,3.83,CN,2024-06-10
540,tidjikja,18.5564,-11.4271,31.46,23,9,6.28,MR,2024-06-10
541,fort st. john,56.2499,-120.8529,16.94,42,40,7.2,CA,2024-06-10
542,alappuzha,9.49,76.3264,30.0,75,86,2.7,IN,2024-06-10
543,thinadhoo,0.5333,72.9333,28.46,73,95,3.07,MV,2024-06-10
544,petrozavodsk,61.7849,34.3469,13.7,82,0,1.0,RU,2024-06-10
545,taungoo,18.9333,96.4333,27.22,88,100,4.7,MM,2024-06-10
546,elliot lake,46.3834,-82.6331,6.61,66,0,2.35,CA,2024-06-10
547,dongola,19.1667,30.4833,33.26,10,24,4.64,SD,2024-06-10
548,grand-bassam,5.2118,-3.7388,23.98,90,100,3.88,CI,2024-06-10
549,mananara,-16.1667,49.7667,22.01,78,69,3.68,MG,2024-06-10
550,veinticinco de mayo,-35.4323,-60.1727,8.88,83,77,0.89,AR,2024-06-10
551,aparan,40.5932,44.3589,13.28,76,52,2.03,AM,2024-06-10
552,nagqu,31.5,92.0,17.01,25,5,3.5,CN,2024-06-10
553,carutapera,-1.195,-46.02,24.47,94,99,2.27,BR,2024-06-10
554,laguna,38.421,-121.4238,28.16,47,0,4.12,US,2024-06-10
555,chifeng,42.2683,118.9636,32.16,25,13,4.32,CN,2024-06-10
556,ilhabela,-23.7781,-45.3581,22.42,62,28,1.93,BR,2024-06-10
557,jinji,23.2281,110.8261,30.31,79,64,2.19,CN,2024-06-10
558,harper,4.375,-7.7169,25.46,83,100,4.04,LR,2024-06-10
559,kill devil hills,36.0307,-75.676,23.01,65,0,4.63,US,2024-06-10
560,prudentopolis,-25.2131,-50.9778,13.56,98,39,0.47,BR,2024-06-10
561,maitum,6.0392,124.4986,29.54,72,90,2.21,PH,2024-06-10
562,ca mau,9.1769,105.15,35.6,40,92,5.23,VN,2024-06-10
563,suntar,62.1444,117.6319,26.45,26,11,2.32,RU,2024-06-10
564,fortaleza,-3.7227,-38.5247,26.23,89,20,2.57,BR,2024-06-10
565,karratha,-20.7377,116.8463,26.08,32,0,5.91,AU,2024-06-10
566,ilam,26.9167,87.9167,29.3,60,74,2.54,NP,2024-06-10
567,imbituba,-28.24,-48.6703,16.71,97,5,2.45,BR,2024-06-10
568,iaciara,-14.0958,-46.6317,22.86,61,79,1.24,BR,2024-06-10
569,yemva,62.59,50.8594,17.28,71,100,2.44,RU,2024-06-10
570,dong ha,16.8163,107.1003,35.7,45,100,6.24,VN,2024-06-10
571,malampaka,-3.1333,33.5333,19.81,64,81,4.36,TZ,2024-06-10
572,arkhangel'sk,64.5401,40.5433,15.06,77,0,2.0,RU,2024-06-10
573,guerrero negro,27.9769,-114.0611,16.44,87,46,6.9,MX,2024-06-10
574,nantucket,41.2835,-70.0995,16.67,88,0,4.12,US,2024-06-10
